raw_hr,smooth_hr
74.92124999999999,84.91074999999998
89.90549999999999,84.91074999999998
89.90549999999999,74.92124999999999
74.92124999999999,64.93175
59.93699999999999,69.92649999999999
59.93699999999999,79.91599999999998
89.90549999999999,84.91074999999998
89.90549999999999,79.91599999999998
74.92124999999999,69.92649999999999
74.92124999999999,74.92124999999999
59.93699999999999,89.90549999999999
89.90549999999999,99.89499999999998
119.87399999999998,94.90024999999999
89.90549999999999,84.91074999999998
74.92124999999999,84.91074999999998
89.90549999999999,84.91074999999998
89.90549999999999,79.91599999999998
74.92124999999999,74.92124999999999
74.92124999999999,74.92124999999999
74.92124999999999,74.92124999999999
74.92124999999999,89.90549999999999
74.92124999999999,94.90024999999999
119.87399999999998,94.90024999999999
89.90549999999999,89.90549999999998
74.92124999999999,94.90024999999997
