window_idx,forehead_variance,forehead_band_energy,forehead_snr,forehead_spectral_entropy,forehead_hr,left_cheek_variance,left_cheek_band_energy,left_cheek_snr,left_cheek_spectral_entropy,left_cheek_hr,right_cheek_variance,right_cheek_band_energy,right_cheek_snr,right_cheek_spectral_entropy,right_cheek_hr,mid_region_variance,mid_region_band_energy,mid_region_snr,mid_region_spectral_entropy,mid_region_hr
0,0.08265870805504899,0.6919854040293556,7.567332869159785,1.2243981479506592,59.93699999999999,0.7492204930303239,0.7642890204794371,9.832252470688053,1.013021392256259,59.93699999999999,1.248774815822862,0.7653622667925942,10.152626803613972,1.0189283600134476,119.87399999999998,0.3836745766274985,0.7515594139893192,6.607162681728498,1.3662591594511886,59.93699999999999
1,0.2265010970483464,0.6192361260672435,4.659027436468521,1.6139521147450193,119.87399999999998,0.28827840388959014,0.6518151711231828,5.979072197668103,1.3292432521371949,59.93699999999999,1.339591372856024,0.6591149001355854,7.062533861877285,1.2285200486292465,119.87399999999998,0.7004851653129945,0.6569372009956537,5.462446470506269,1.3841125449032667,59.93699999999999
2,0.26254090474407726,0.8007014658808961,7.31477926728298,1.2433730928270692,119.87399999999998,0.5826507019174105,0.9482886196038789,8.946519385192605,1.0929269442628187,59.93699999999999,1.301381552775961,0.6539798941074113,7.201669290851874,1.2267953642254674,119.87399999999998,0.6789569078207517,0.7084188423160955,5.993161055435543,1.2965921525132194,59.93699999999999
3,0.26105191589666477,0.910067423933884,7.628637337560274,1.1420238559006484,59.93699999999999,0.5768184854875966,0.9038856738695464,8.36354262174094,1.0990223277082638,59.93699999999999,0.8528948418827887,0.7615208109761433,6.399243979327362,1.2759430342965685,119.87399999999998,0.7790369717597457,0.6816226647340023,6.937447540291413,1.2276151181300534,59.93699999999999
4,0.09806962980762467,0.46831442661202916,3.71503106165033,1.831861491077933,59.93699999999999,0.45333152498761925,0.6861309317911283,4.521570441934157,1.5087734004405975,59.93699999999999,0.32280234353137505,0.6493641480173905,6.13330868793314,1.3986455973764593,59.93699999999999,0.5318689248333349,0.6520375055107507,5.180924948715266,1.4584734389445833,59.93699999999999
5,0.02490699227975635,0.3935001725833635,3.2330256813322285,2.012825284287238,59.93699999999999,0.15028176438957852,0.8543925547231166,7.179640091543007,1.0907359797527045,59.93699999999999,0.133924736924412,0.624933601154458,9.393070908649834,0.9892566049766198,59.93699999999999,0.5135305869305304,0.7722232352656744,10.791302260588942,0.9131932363934661,59.93699999999999
6,0.16314295196372983,0.8054073758794715,6.528171714314556,1.2958582643239316,59.93699999999999,0.16224055222653266,0.7379627862161253,6.865192860949244,1.3384154619838013,179.81099999999998,0.2433768147858246,0.8784437210793278,14.60498473031948,0.6788922061312587,59.93699999999999,0.42539517643588165,0.6467912332445988,10.22941131428015,0.8964466129446513,59.93699999999999
7,0.2041369448088197,0.8179502697585265,7.288330807562824,1.1740129650633278,59.93699999999999,0.1534218256302525,0.6310302397396881,7.25531162352642,1.2001892584244724,179.81099999999998,0.20694709737410158,0.7519729843964743,9.452243223702304,0.9726082552156521,59.93699999999999,0.2782078603898609,0.6032630023759704,5.587295560295166,1.5000732690045688,59.93699999999999
8,0.19802976519099116,0.6259539544403258,4.563746513863327,1.6617890333772953,59.93699999999999,0.13503542520509407,0.6644291185753426,4.3613627575596325,1.622495307459143,59.93699999999999,0.14656883785658145,0.6059508876352462,5.434280116081968,1.5207231732611877,59.93699999999999,0.24040444362465738,0.4769848698092501,5.6901447723283765,1.367631193708119,119.87399999999998
9,0.07415065148662417,0.6818057592348443,5.959832836349523,1.288049487985969,59.93699999999999,0.19084325396522223,0.7103765038752562,9.246421086168104,0.9983799093857983,59.93699999999999,0.02188516326539808,0.6191467182247606,6.016808282253852,1.2820098432328284,59.93699999999999,0.35263663660159034,0.753033998565106,8.389162630692237,1.036146213383145,119.87399999999998
10,0.04977270132262526,0.7864510318972491,12.338610573883386,0.8462128754080684,59.93699999999999,0.1495059202000914,0.6438901879684992,7.550464273042584,1.135268156268176,59.93699999999999,0.010419663737695763,0.4867417896338749,5.1863938757402,1.4684569653841129,59.93699999999999,0.35655977402158545,0.7702445108649527,9.811565409074511,0.9144588782636912,59.93699999999999
11,0.034948447298696284,0.6319915555338345,4.5808706585152645,1.6542057739855427,59.93699999999999,0.42100144788298793,0.7535674442940796,8.047374588330769,1.0133255755635828,59.93699999999999,0.045262783005621664,0.6082019499673176,7.006647063092338,1.2316981997439882,59.93699999999999,0.30251534603241004,0.877373457477215,6.500588402496122,1.2041949868542836,179.81099999999998
12,0.033327136371081645,0.5497364889028442,4.665653237331947,1.4950834009978173,179.81099999999998,0.48378153219047154,0.7821450889504964,10.227252642082133,0.8511815504997737,59.93699999999999,0.30959922220165625,0.5983935892956009,4.6262626722751685,1.6708785650788682,59.93699999999999,0.28071092515388707,0.8868507668802834,7.846993828781637,1.176320588429722,179.81099999999998
13,0.05902820756882107,0.6347426889115861,4.604531009919436,1.5254794762541395,59.93699999999999,0.5736750203001735,0.80504238197144,15.146324898040575,0.5953681787571937,59.93699999999999,0.4823006031800801,0.872549896059543,7.267250984269108,1.10095326580426,119.87399999999998,0.2764489776393286,0.8574524001807651,5.711336068862018,1.3165090111174673,119.87399999999998
14,0.05391657825712444,0.8540812432852337,7.473436098455981,1.0770989975080716,59.93699999999999,0.3157688181527937,0.685387517652881,13.474000276572584,0.7055186961424303,59.93699999999999,0.4670252254754398,0.8401885659984693,7.16453099117539,1.1395370311621098,119.87399999999998,0.2095690074701903,0.6646964173935134,7.467479587099385,1.2227282751211597,59.93699999999999
15,0.033143465828695574,0.6019038281225616,4.3256599184976645,1.5881620268805012,119.87399999999998,0.23146504269723694,0.7482883136523084,7.64283867342527,1.1916108745984553,59.93699999999999,0.2046602012412116,0.5372673105070157,2.875280308026366,2.058927443686713,119.87399999999998,0.08817861286177127,0.7139134668189242,9.596187272277742,1.024750273005866,59.93699999999999
16,0.021244822133821548,0.5435782329208356,4.759501987997146,1.5937643915539557,119.87399999999998,0.2944749562016367,0.76133614637324,7.6099270928739156,1.151755192401866,59.93699999999999,0.02755749938308492,0.5844749498381453,4.588934987903977,1.559407503282261,119.87399999999998,0.04869923328502853,0.6834095826854845,7.45007722149375,1.1737787046668573,59.93699999999999
17,0.017787706928957404,0.5505261795899503,5.685578302928205,1.411355508729911,59.93699999999999,0.21466366691620392,0.7769945487879422,7.2956947094710385,1.2423993458529412,119.87399999999998,0.0123420203114733,0.667287577302474,6.181493013741736,1.2477246509962079,59.93699999999999,0.03471987873121277,0.8079813075180742,15.219667482425985,0.662262444705596,59.93699999999999
18,0.06676794825349616,0.7995002089710999,11.236537434953405,0.8645845795279646,59.93699999999999,0.2215416921214937,0.6543233651521705,5.427067542563072,1.354858807234638,119.87399999999998,0.05638499855452221,0.6781310278626654,7.133767172331834,1.1539999543558253,59.93699999999999,0.10184124910564213,0.7160450769616649,6.607320255857514,1.3017286928303944,59.93699999999999
19,0.06872552240810477,0.8085239588979258,13.063156445373423,0.7549454803770685,59.93699999999999,0.08196968301985737,0.6768639333027822,4.3745594954996045,1.523677096733092,119.87399999999998,0.10104769780424147,0.8422523259357416,13.09568026631843,0.7533281203520041,59.93699999999999,0.133958047980155,0.7306314585009807,7.356194982667879,1.1900097486432712,59.93699999999999
20,0.07596747567291627,0.9118633967425298,17.063711103560777,0.5980766931244463,59.93699999999999,0.13153094872458101,0.7030489470715453,5.547624624885275,1.304114497678957,119.87399999999998,0.0999786521159924,0.7975422097905174,12.881937315619064,0.7463046231305432,59.93699999999999,0.13291497752823558,0.7030932886329679,4.955043054011001,1.479625724135747,59.93699999999999
21,0.025907680150285748,0.6431727654049886,10.828473148212908,0.929437380752668,59.93699999999999,0.3491643140436985,0.7789112145308154,7.886066140569577,1.1650496329365854,119.87399999999998,0.05471056285761271,0.6060412501178205,5.412841235672142,1.4518353739567882,59.93699999999999,0.1004581118836235,0.6839384919272947,4.998963855521656,1.472471297214514,59.93699999999999
22,0.01777638832913316,0.4955107502833353,4.09137524848312,1.8897043705006622,119.87399999999998,0.41364038346621707,0.6964475980427579,4.666930801740651,1.454128231593052,179.81099999999998,0.017671945001470755,0.48660355401854766,5.398799588549307,1.4003353434905796,119.87399999999998,0.12758677393799372,0.7555452678000996,7.795661405808233,1.113927374429327,59.93699999999999
23,0.06719323402925197,0.5506199171213981,3.236335204471847,1.8336005497487298,119.87399999999998,0.6817779686174384,0.5626347988264774,3.7912527257008257,1.7494458810139926,59.93699999999999,0.026411110569719374,0.70398200918269,4.731574610718273,1.4822791218206892,119.87399999999998,0.1409265047177034,0.7257328866198723,8.617020962810475,1.0375164263714454,59.93699999999999
24,0.13428189512153962,0.7454886081270389,7.982793080987879,0.9757511158681409,59.93699999999999,0.6644907761746591,0.7201345480667212,7.959064424336776,1.1992067554450685,119.87399999999998,0.032137168425777844,0.6940710647636689,8.872579893146506,0.9967807361165164,59.93699999999999,0.11425212045601578,0.8110239441833073,8.407940446279067,1.170244686302183,59.93699999999999
25,0.15295877235967398,0.7669281804045434,9.809474357768803,0.9893575661600056,119.87399999999998,0.8442544500138713,0.7635061992902427,13.254082614615397,0.7188509126005648,119.87399999999998,0.03551799204221631,0.8549079803053671,10.563191135836346,0.9462963377404857,59.93699999999999,0.12999423186765072,0.4796881030592501,3.9768139661361417,1.885642938814987,119.87399999999998
26,0.12287806920674663,0.6720649842250932,9.793490043930131,0.8694327386713409,119.87399999999998,0.6967949568463413,0.6177286376454931,4.45171133886776,1.7028258741925897,119.87399999999998,0.02857240457692278,0.956873678172723,9.950283677594834,1.0205689247562388,59.93699999999999,0.2218183303740583,0.8955475680090733,11.118107267986224,0.947905225885175,119.87399999999998
